Timestamp,Data
2025-09-23 12:01:34.635,[1]-Touch!
2025-09-23 12:01:34.934,[2]-Touch!
2025-09-23 12:01:35.245,[3]-Touch!
2025-09-23 12:01:35.588,[1]-Touch!
2025-09-23 12:01:35.891,[2]-Touch!
