Timestamp,ReceivedData
2025-09-23 12:36:09.671,[2]-Touch!
2025-09-23 12:36:09.973,[3]-Touch!
2025-09-23 12:36:10.325,[1]-Touch!
2025-09-23 12:36:10.883,[1]-Touch!
2025-09-23 12:36:11.185,[2]-Touch!
2025-09-23 12:36:11.487,[4]-Touch!
2025-09-23 12:36:11.840,[4]-Touch!
2025-09-23 12:36:12.193,[1]-Touch!
2025-09-23 12:36:12.546,[1]-Touch!
2025-09-23 12:36:12.899,[1]-Touch!
2025-09-23 12:36:13.252,[1]-Touch!
2025-09-23 12:36:13.553,[3]-Touch!
2025-09-23 12:36:19.006,[1]-Touch!
2025-09-23 12:36:19.308,[4]-Touch!
2025-09-23 12:36:20.120,[1]-Touch!
2025-09-23 12:36:20.728,[2]-Touch!
2025-09-23 12:36:21.080,[3]-Touch!
2025-09-23 12:36:21.383,[4]-Touch!
2025-09-23 12:36:21.787,[3]-Touch!
2025-09-23 12:36:22.140,[2]-Touch!
2025-09-23 12:36:22.544,[1]-Touch!
2025-09-23 12:36:44.213,[4]-Touch!
2025-09-23 12:36:44.566,[4]-Touch!
2025-09-23 12:36:44.919,[1]-Touch!
2025-09-23 12:36:45.273,[1]-Touch!
2025-09-23 12:36:45.625,[1]-Touch!
2025-09-23 12:36:46.131,[1]-Touch!
2025-09-23 12:36:46.688,[1]-Touch!
2025-09-23 12:36:47.042,[1]-Touch!
2025-09-23 12:36:48.364,[4]-Touch!
2025-09-23 12:36:48.717,[1]-Touch!
2025-09-23 12:36:49.324,[4]-Touch!
2025-09-23 12:36:50.034,[2]-Touch!
2025-09-23 12:36:50.336,[4]-Touch!
2025-09-23 12:36:52.372,[4]-Touch!
2025-09-23 12:36:52.725,[4]-Touch!
2025-09-23 12:43:45.540,[1]-Touch!
2025-09-23 12:43:45.842,[2]-Touch!
2025-09-23 12:43:46.143,[3]-Touch!
2025-09-23 12:43:46.497,[1]-Touch!
2025-09-23 12:43:46.798,[2]-Touch!
2025-09-23 12:43:47.101,[3]-Touch!
2025-09-23 12:43:47.402,[4]-Touch!
2025-09-23 12:43:47.755,[2]-Touch!
2025-09-23 12:43:48.057,[3]-Touch!
2025-09-23 12:43:48.411,[1]-Touch!
